ATCOCode	CommonName	Lon	Lat	NatGazLocality
45010037	Winrose Drive Newhall Gate	-1.53211	53.75721	Belle Isle (Leeds)
45010038	Winrose Drive Lindale Close	-1.53231	53.75978	Belle Isle (Leeds)
45010039	Belle Isle Road Winrose Crescent	-1.52913	53.76578	Hunslet Carr
45010040	Belle Isle Road West Grange Drive	-1.5306	53.76922	Hunslet Carr
45010041	Belle Isle Road Nestfield Walk	-1.52632	53.75297	Belle Isle (Leeds)
45010042	Belle Isle Road Aberfield Gate	-1.52679	53.75724	Belle Isle (Leeds)
45010043	Belle Isle Road Petersfield Avenue	-1.52726	53.76097	Belle Isle (Leeds)
45010045	Town Street Lingwell Road North	-1.54244	53.75143	Middleton (Leeds)
45010046	Middleton Park Road St Philips Avenue	-1.54821	53.74848	Middleton (Leeds)
45010047	Middleton Arms	-1.54651	53.74841	Middleton (Leeds)
45010048	Ring Road Middleton Lingwell Road	-1.54081	53.74848	Middleton (Leeds)
45010050	Middleton Park Road Middleton Park Grove	-1.55372	53.74867	Middleton (Leeds)
45010051	Ring Road Beeston Waincliffe Drive	-1.56498	53.76318	White Rose Shopping Centre
45010052	Dewsbury Road Oakhurst Avenue	-1.56135	53.76482	Cross Flatts (Leeds)
45010053	Dewsbury Road Back Mafeking Avenue	-1.55608	53.76694	Cross Flatts (Leeds)
45010054	Cross Flatts Park	-1.55332	53.76836	Cross Flatts (Leeds)
45010055	Dewsbury Road Tempest Road	-1.54997	53.77093	Cross Flatts (Leeds)
45010056	Dewsbury Road Woodview Grove	-1.54757	53.77285	Cross Flatts (Leeds)
45010057	Dewsbury Road Trentham Street	-1.54599	53.77448	Cross Flatts (Leeds)
45010058	Dewsbury Road Burton Avenue	-1.54496	53.77929	Beeston Hill
45010059	Dewsbury Road Hunslet Hall Road	-1.54426	53.78237	Beeston Hill
45010060	Parkfield Street	-1.54372	53.78505	Crown Point
45010061	Parkfield Street	-1.54361	53.78503	Crown Point
45010062	Parkfield Street Apex Way	-1.54352	53.78502	Crown Point
45010063	Parkfield Street	-1.54247	53.78486	Crown Point
45010064	Dewsbury Road Library	-1.54446	53.78053	Beeston Hill
45010065	Dewsbury Road Hunslet Hall Road	-1.54448	53.78033	Beeston Hill
45010066	Garnet Road	-1.54594	53.77419	Cross Flatts (Leeds)
45010067	Dewsbury Road Dewsbury Road Social Club	-1.5508	53.76998	Cross Flatts (Leeds)
45010068	Cross Flatts Park	-1.55439	53.7675	Cross Flatts (Leeds)
45010069	Ring Road Beeston Park Dewsbury Road	-1.56198	53.76373	White Rose Shopping Centre
45010070	Dewsbury Road Waincliffe Drive	-1.56381	53.76348	White Rose Shopping Centre
45010071	Dewsbury Road	-1.5693	53.75938	White Rose Shopping Centre
45010072	Old Lane Chatswood Avenue	-1.56289	53.76461	White Rose Shopping Centre
45010073	Cardinal Road Waincliffe Place	-1.56679	53.76589	White Rose Shopping Centre
45010074	Old Lane Grovehall Road	-1.56413	53.76762	Cross Flatts (Leeds)
45010075	Old Lane Moorhouse Avenue	-1.56454	53.76933	Beeston (Leeds)
45010076	Beeston Co-op	-1.56527	53.7728	Beeston (Leeds)
45010077	Beeston Co-op	-1.56505	53.77278	Beeston (Leeds)
45010078	Town Street Beeston Terminus	-1.57171	53.77218	Beeston (Leeds)
45010079	Beeston Road St Marys Church Yard	-1.56493	53.77358	Beeston (Leeds)
45010080	Beeston Road Woodlea Street	-1.56244	53.77543	Beeston (Leeds)
45010081	Beeston Road Parkfield View	-1.56039	53.77658	Beeston Hill
45010082	Beeston Road Grave Yard	-1.55989	53.77687	Beeston Hill
45010084	Beeston Hill	-1.55655	53.77746	Beeston Hill
45010085	Malvern Road Beeston Road	-1.5523	53.77957	Beeston Hill
45010086	Lady Pit Lane Coupland Road	-1.55113	53.78109	Beeston Hill
45010087	Lady Pit Lane Hunslet Hall Road	-1.55011	53.78229	Beeston Hill
45010088	Lady Pit Lane Northcote Green	-1.55017	53.78216	Beeston Hill
45010089	Hunslet Hall Road Northcote Crescent	-1.54655	53.78158	Beeston Hill
45010090	Wesley Street Elland Road	-1.56916	53.77712	Beeston (Leeds)
45010091	Wesley Street Sunnyview Gardens	-1.56755	53.77469	Beeston (Leeds)
45010092	Cemetery Road Temple Crescent	-1.55642	53.7782	Beeston Hill
45010093	Cemetery Road Elland Road	-1.55927	53.78146	Beeston Hill
45010095	Top Moor Side	-1.5594	53.78435	Holbeck (Leeds)
45010096	Ninevah Road	-1.55608	53.78725	Holbeck (Leeds)
45010097	Domestic Street Pleasant Place	-1.56122	53.78645	Holbeck (Leeds)
45010098	Domestic Street Balm Walk	-1.56238	53.7873	Holbeck (Leeds)
45010099	Domestic Road	-1.56949	53.78744	Wortley (Leeds)
45010100	Domestic Road Gelderd Road	-1.56961	53.78748	Wortley (Leeds)
45010101	Domestic Road Gelderd Road	-1.56922	53.7876	Wortley (Leeds)
45010102	Gelderd Road Gelderd Lane	-1.58061	53.78045	Lower Wortley
45010103	Gelderd Road Ring Road Beeston	-1.5835	53.77832	Lower Wortley
45010104	Elland Road Heath Mount	-1.57399	53.77634	Beeston (Leeds)
45010105	Elland Road Leeds United AFC	-1.57099	53.77724	Beeston (Leeds)
45010106	Elland Road Leeds United AFC	-1.57025	53.77739	Beeston (Leeds)
45010107	Elland Road Cemetery Road	-1.56004	53.78098	Beeston Hill
45010108	Carlton Lane Stone Brig Lane	-1.48345	53.74521	Rothwell (Leeds)
45010109	Leadwell Lane Northfield Avenue	-1.49946	53.74395	Robin Hood (Rothwell)
45010110	Middleton Lane Winthorpe Avenue	-1.53172	53.73897	Thorpe (Leeds)
45010111	Middleton Lane Winthorpe Avenue	-1.53244	53.73887	Thorpe (Leeds)
45010112	Drysalters	-1.57909	53.77047	Cottingley (Leeds)
45010113	Drysalters	-1.57796	53.76963	Cottingley (Leeds)
45010115	Moor Road Middleton Light Railway	-1.53774	53.77507	Hunslet Carr
45010116	Moor Road Tunstall Road	-1.53797	53.77513	Hunslet Carr
45010117	Moor Road Belle Isle Road	-1.53166	53.77231	Hunslet Carr
45010118	Beza Street Tulip Street	-1.53663	53.7766	Hunslet
45010120	Church Street Balm Road	-1.53167	53.7777	Hunslet
45010121	Moor Road	-1.53728	53.77864	Hunslet
45010122	Lock Lane Hunt Street	-1.35125	53.72983	Castleford
45010123	Station Road Station Terrace	-1.36024	53.74339	Allerton Bywater
45010124	Station Road Robinson Street	-1.36512	53.74349	Allerton Bywater
45010125	Station Road Robinson Street	-1.3655	53.74405	Allerton Bywater
45010126	Allerton Bywater Church	-1.36853	53.74562	Allerton Bywater
45010127	Park Lane Allerton Bywater	-1.36246	53.74756	Allerton Bywater
45010128	Park Lane Park Avenue	-1.35765	53.74741	Allerton Bywater
45010129	Park Lane Park Avenue	-1.35765	53.74729	Allerton Bywater
45010130	White Horse	-1.34389	53.75185	Ledston
45010131	Great North Road East View	-1.32585	53.78653	Micklefield
45010132	Great North Road East View	-1.32616	53.78665	Micklefield
45010133	Great North Road Pit Lane	-1.32703	53.78853	Micklefield
45010134	Micklefield Station	-1.32715	53.78976	Micklefield
45010135	Great North Road Garden Village	-1.32751	53.79052	Micklefield
45010136	Great North Road Hicks Memorial School	-1.32845	53.79559	Micklefield
45010137	Great North Road Churchville Drive	-1.32893	53.7959	Micklefield
45010138	Church Lane Hallfield Avenue	-1.33551	53.79567	Micklefield
45010139	Church Lane Hallfield Avenue	-1.33566	53.79578	Micklefield
45010140	Ledston Luck	-1.34866	53.77056	Ledston Luck
45010141	Ridge Road Ledston Luck Villas	-1.35079	53.77063	Ledston Luck
45010142	Selby Road North Drive	-1.36961	53.7811	Kippax
45010143	Goody Cross Lane The Grove	-1.41109	53.77009	Little Preston (Leeds)
45010144	Whitehouse Lane Whitehouse Crescent	-1.39488	53.76302	Great Preston
45010145	Preston Lane Berry Lane	-1.39205	53.76055	Great Preston
45010146	Preston Lane Brigshaw Lane	-1.38752	53.7562	Great Preston
45010147	Preston Lane Brigshaw Drive	-1.38513	53.75437	Great Preston
45010148	Preston Lane Brigshaw Drive	-1.38458	53.75371	Great Preston
45010149	Leeds Road King Edward Avenue	-1.38302	53.75255	Great Preston
45010150	Leeds Road Ninevah Lane	-1.3817	53.75142	Allerton Bywater
45010151	Leeds Road Ninevah Lane	-1.38138	53.75099	Allerton Bywater
45010152	Leeds Road Westfield Grove	-1.37818	53.74976	Allerton Bywater
45010153	Leeds Road Westfield Grove	-1.37816	53.74966	Allerton Bywater
45010154	Leeds Road Manor Park Avenue	-1.37217	53.74714	Allerton Bywater
45010155	Leeds Road Blands Avenue	-1.37511	53.74835	Allerton Bywater
45010156	Leeds Road Blands Avenue	-1.37584	53.74864	Allerton Bywater
45010157	Bowers Row	-1.39297	53.7537	Great Preston
45010158	Astley Lane Park Grove	-1.41648	53.76455	Swillington
45010159	Astley Lane Astley Avenue	-1.41671	53.76618	Swillington
45010160	Astley Lane Park Avenue	-1.41704	53.76678	Swillington
45010161	Great Preston Corner	-1.39085	53.76091	Great Preston
45010162	Berry Lane	-1.38797	53.76143	Great Preston
45010163	Station Road Glencoe Terrace	-1.38306	53.76245	Great Preston
45010164	Station Road Helena Street	-1.37953	53.76371	Kippax
45010165	Station Road The Drive	-1.37778	53.7643	Kippax
45010166	Station Road Rockwood Avenue	-1.37804	53.76412	Kippax
45010167	Butt Hill Brigshaw Lane	-1.37368	53.76486	Kippax
45010168	Kippax Cross Hills	-1.3712	53.7669	Kippax
45010169	Kippax Goodwood Avenue - Kippax	-1.38058	53.77113	Kippax
45010170	Kippax Goodwood Avenue - Kippax	-1.38044	53.77107	Kippax
45010171	Valley Road Valley Ridge	-1.38	53.7754	Kippax
45010172	Valley Road Valley Ridge	-1.37984	53.77563	Kippax
45010173	Valley Road Birch Road	-1.37568	53.77298	Kippax
45010174	Leeds Road Moorgate Road	-1.37472	53.77414	Kippax
45010175	Leeds Road Calvert Close	-1.37674	53.77608	Kippax
45010176	Leeds Road Brexdale Avenue	-1.37997	53.7771	Kippax
45010177	Leeds Road Brecks Lane	-1.38123	53.77754	Kippax
45010178	Selby Road Ninelands Lane	-1.37922	53.78321	Garforth
45010179	Longdike Lane	-1.35383	53.76207	Ledston Luck
45010180	Gibson Lane	-1.3645	53.76769	Kippax
45010181	Gibson Lane Pondfield Drive	-1.36368	53.77013	Kippax
45010182	Gibson Lane Sandgate Drive	-1.36348	53.77025	Kippax
45010183	Rutland Close	-1.37179	53.77163	Kippax
45010184	Rutland Close	-1.37215	53.77183	Kippax
45010185	Ninelands Lane Hazelwood Avenue	-1.37773	53.78603	Garforth
45010186	Ninelands Lane Derwent Avenue	-1.37788	53.78652	Garforth
45010187	Church Lane St Marys Church	-1.37901	53.79285	Garforth
45010188	Church Lane Grange Avenue	-1.38268	53.79237	Garforth
45010190	Wakefield Road Barleyhill Road	-1.39706	53.7934	Garforth
45010191	Wakefield Road Barleyhill Road	-1.39658	53.79366	Garforth
45010192	Wakefield Road	-1.40361	53.7897	Garforth
45010193	Garforth Bridge	-1.40383	53.78774	Garforth
45010194	Garforth Bridge	-1.40425	53.78717	Garforth
45010195	Lidgett Lane Beech Grove Terrace	-1.38888	53.79106	Garforth
45010196	Main Street	-1.38844	53.79301	Garforth
45010197	Main Street Fidler Lane	-1.38822	53.79335	Garforth
45010199	Aberford Road Ash Lane	-1.3749	53.79685	East Garforth
45010200	Main Street	-1.39414	53.82904	Barwick in Elmet
45010201	Cattle Lane Main Street	-1.34357	53.82967	Aberford
45010202	Main Street Rein Court	-1.34179	53.83542	Aberford
45010203	Main Street Highfield Road	-1.34262	53.8329	Aberford
45010204	Not A Stop	-1.60801	53.78538	Old Farnley
45010205	Scholes Rakehill Road	-1.43049	53.82973	Scholes (Barwick in Elmet)
45010206	Wetherby Road Ling Lane	-1.45021	53.86577	Scarcroft (Leeds)
45010207	Wetherby Road Green View	-1.44593	53.87231	Scarcroft (Leeds)
45010208	Wetherby Road Wayside Mount	-1.44381	53.87475	Scarcroft (Leeds)
45010209	Wetherby Road Church Lane	-1.44022	53.8833	Bardsey
45010210	Wetherby Road Wood Lane	-1.44004	53.88407	Bardsey
45010211	Wetherby Road Grange Close	-1.4408	53.88636	Bardsey
45010212	Wetherby Road Rigton Bank	-1.44138	53.88931	Bardsey
45010213	Wetherby Road Thorner Lane	-1.44654	53.87128	Scarcroft (Leeds)
45010214	Church Hill Kirkfield Avenue	-1.41793	53.86145	Thorner (Wetherby)
45010215	Wetherby Road Congreve Approach	-1.43153	53.89534	East Rigton
45010216	Wetherby Road Congreve Approach	-1.43116	53.89569	East Rigton
45010217	Leeds Road Brookside	-1.41305	53.90701	Collingham (Wetherby)
45010218	Main Street	-1.40989	53.9084	Collingham (Wetherby)
45010219	Willow Lane Lairum Rise	-1.35372	53.89546	Clifford (Wetherby)
45010220	Willow Lane Bellwood Avenue	-1.35331	53.89531	Clifford (Wetherby)
45010221	Church Causeway	-1.3328	53.91367	Thorp Arch (Wetherby)
45010223	Walton Road Ads Sports Ground	-1.33028	53.91958	Walton (Wetherby)
45010224	Walton Corner Walton	-1.33059	53.92231	Walton (Wetherby)
45010227	Deighton Road Ainsty Road	-1.38582	53.93789	Wetherby
45010228	Shadwell Lane High Moor Close	-1.52967	53.84685	Moortown (Leeds)
45010229	Shadwell Lane High Moor Crescent	-1.52804	53.84841	Moortown (Leeds)
45010230	Shadwell Lane The Moorlands	-1.52287	53.85089	Moor Allerton
45010231	Shadwell Lane Linton Avenue	-1.52097	53.85148	Moor Allerton
45010232	Shadwell Lane Birchwood Hill	-1.51345	53.85303	Wigton Moor
45010233	Shadwell Lane Elmhurst Close	-1.50771	53.85407	Slaid Hill
45010234	Shadwell Lane Holywell Lane	-1.48502	53.85495	Shadwell (Leeds)
45010235	Main Street Ash Hill Lane	-1.47092	53.85145	Shadwell (Leeds)
45010236	Wetherby Road Red Hall Lane	-1.4698	53.84024	Wellington Hill
45010237	Wetherby Road Kingsmead Drive	-1.4715	53.83815	Wellington Hill
45010238	Wetherby Road Asket Hill	-1.48719	53.82925	Monkswood (Leeds)
45010239	Wetherby Road Elmete Avenue	-1.49333	53.83015	Oakwood (Leeds)
45010240	Oakwood Clock	-1.50386	53.82757	Oakwood (Leeds)
45010241	Dib Lane Shops	-1.48691	53.82342	Fearnville
45010242	Oakwood Lane Dib Lane	-1.49148	53.81824	Fearnville
45010243	Oakwood Lane Amberton Approach	-1.49142	53.81594	Fearnville
45010244	Selby Road Providence Place	-1.41986	53.78984	Austhorpe
45010245	Swillington Common	-1.41873	53.78929	Austhorpe
45010246	Selby Road Sainsburys	-1.43347	53.79453	Austhorpe
45010247	Selby Road School Lane	-1.43692	53.79597	Austhorpe
45010248	Selby Road Detroit Drive	-1.43991	53.79714	Austhorpe
45010249	Colton Lane Chantry Garth	-1.44304	53.79532	Colton (Leeds)
45010250	Colton Lane Darnley Lane	-1.44418	53.79349	Colton (Leeds)
45010251	Colton Lane Laurel Hill Avenue	-1.44335	53.79183	Colton (Leeds)
45010252	Colton Lane Laurel Hill Way	-1.4404	53.79107	Colton (Leeds)
45010253	Swillington Church	-1.41811	53.76814	Swillington
45010254	Wakefield Road Hill Crest	-1.42233	53.76593	Swillington
45010255	Wakefield Road Hill Crest	-1.42251	53.76599	Swillington
45010256	Swillington Church	-1.4178	53.76853	Swillington
45010257	Church Street Highfield Lane	-1.44852	53.75738	Woodlesford
45010258	Holmsley Lane Gypsy Lane	-1.45944	53.7559	Woodlesford
45010259	Holmsley Lane Sixth Avenue	-1.46468	53.75544	John O'Gaunts
45010260	Barnsdale Road Park Lane	-1.35518	53.74606	Allerton Bywater
45010261	Wheldon Road Lock Lane	-1.34795	53.72821	Castleford
45010262	Fryston Village South View	-1.31346	53.73652	New Fryston
45010263	Fryston Road Wheldon Road	-1.31626	53.73359	New Fryston
45010264	Fryston Road Park Dale	-1.31535	53.73183	Fryston
45010265	Fryston Road Elizabeth Drive	-1.31404	53.72884	Fryston
45010267	Kendal Drive Coniston Drive	-1.30494	53.72364	Airedale
45010268	Dunderdale Crescent Lancaster Street	-1.31024	53.73005	Fryston
45010269	Redhill Drive Redhill Road	-1.32851	53.72138	Airedale
45010270	Queens Park Drive Redhill Drive	-1.32989	53.72391	Wheldale
45010271	Queens Park Drive Redhill Drive	-1.33037	53.72368	Airedale
45010272	Pemberton Road	-1.32776	53.72734	Wheldale
45010273	Pemberton Road Tudor Way	-1.32686	53.72797	Wheldale
45010274	Stansfield Road Ings View	-1.31963	53.72704	Fryston
45010275	Stansfield Road Stansfield Close	-1.32478	53.72822	Wheldale
45010276	Stansfield Road Stansfield Close	-1.32488	53.72859	Wheldale
45010277	Airedale Road Hastings Crescent	-1.32425	53.71985	Airedale
45010278	Wortley Ringways	-1.59444	53.78159	Lower Wortley
45010279	Whitehall Road Royds Lane	-1.5913	53.78172	Lower Wortley
45010280	Whitehall Road Dixon Lane	-1.5858	53.78222	Lower Wortley
45010281	Sheepscar Street North Sheepscar Way	-1.53829	53.81222	Sheepscar
45010282	Scott Hall Road Scott Hall Grove	-1.54397	53.82183	Potternewton
45010283	Stainbeck Lane	-1.54706	53.82789	Chapel Allerton (Leeds)
45010284	Scott Hall Road Princes Court	-1.54336	53.83902	Chapel Allerton (Leeds)
45010285	Scott Hall Road Wensley View	-1.54404	53.83205	Chapel Allerton (Leeds)
45010286	Scott Hall Road Potternewton Lane	-1.54583	53.82426	Chapel Allerton (Leeds)
45010287	Scott Hall Road Scott Hall Grove	-1.54383	53.82219	Potternewton
45010288	Scott Hall Road Sholebroke Mount	-1.54013	53.81838	Chapeltown (Leeds)
45010290	Sheepscar Street North Barrack Street	-1.53626	53.81057	Sheepscar
45010291	Sheepscar Street	-1.53326	53.80556	Sheepscar
45010292	Lincoln Green Road Cromwell Street	-1.52772	53.80279	Mabgate
45010293	Lincoln Green Road Macauley Street	-1.52875	53.80313	Mabgate
45010294	Beckett Street Accommodation Road	-1.52392	53.80266	Burmantofts
45010296	St James Hospital Bexley Wing	-1.52212	53.80457	Burmantofts
45010297	St James Hospital	-1.5205	53.80576	Burmantofts
45010298	St James Hospital	-1.51974	53.80721	Burmantofts
45010299	St James Hospital	-1.51872	53.80724	Burmantofts
45010300	North Street Byron Street	-1.53718	53.80258	Leeds (W Yorks)
45010301	North Street Benson Street	-1.5357	53.80569	Sheepscar
45010302	North Street Meanwood Road	-1.53539	53.80654	Sheepscar
45010303	North Street Sheepscar Street South	-1.53491	53.80705	Sheepscar
45010304	Roundhay Road Cross Wingham Street	-1.5337	53.80836	Sheepscar
45010305	Roundhay Road Cross Wingham Street	-1.53367	53.80849	Sheepscar
45010306	Roundhay Road Thomas Danby College	-1.53067	53.80938	Sheepscar
45010307	Roundhay Road Enfield Street	-1.53021	53.8094	Sheepscar
45010308	Harehills Lane	-1.51567	53.81813	Harehills
45010309	Roundhay Road Gledhow Wood	-1.51041	53.8223	Oakwood (Leeds)
45010310	Oakwood Clock	-1.5052	53.82726	Oakwood (Leeds)
45010311	Oakwood Clock	-1.50604	53.8267	Oakwood (Leeds)
45010312	Roundhay Road Ravenscar Avenue	-1.50799	53.8241	Oakwood (Leeds)
45010313	Roundhay Road Gledhow Wood	-1.51099	53.8217	Oakwood (Leeds)
45010314	Roundhay Road Copgrove Road	-1.51401	53.81929	Harehills
45010315	Roundhay Road Lascelles Terrace	-1.51929	53.81464	Harehills
45010316	Roundhay Road Elford Place	-1.52103	53.8129	Harehills
45010317	Bridge Road	-1.60335	53.81585	Kirkstall
45010318	Bridge Road	-1.60394	53.8159	Kirkstall
45010319	Bridge Road	-1.6042	53.8159	Kirkstall
45010323	Leeds And Bradford Road Ganners Hill	-1.62752	53.82029	Sandford (Leeds)
45010324	Elland Road Dulverton Green	-1.57821	53.76697	Cottingley (Leeds)
45010325	Cottingley Drive Dulverton Grove	-1.58672	53.76772	Cottingley (Leeds)
45010326	Elland Road Old Road	-1.58104	53.76539	Cottingley (Leeds)
45010327	Elland Road Woodview Terrace	-1.58514	53.76312	Churwell
45010328	Elland Road Daffil Road	-1.593	53.75926	Churwell
45010329	Elland Road	-1.71988	53.71238	Hightown (Cleckheaton)
45010330	Elland Road Winterbourne Avenue	-1.5972	53.75529	Churwell
45010331	Victoria Road Church Street	-1.59986	53.75274	Morley (Leeds)
45010332	Asquith Avenue Asquith Drive	-1.61017	53.75155	Morley (Leeds)
45010333	Church Street Croft House Road	-1.60026	53.75095	Morley (Leeds)
45010334	Queen Street Dawson Hill	-1.60269	53.74849	Morley (Leeds)
45010335	A Town Hall	-1.60235	53.74604	Morley (Leeds)
45010336	B Morley Town Hall	-1.60194	53.74615	Morley (Leeds)
45010337	Morley Town Centre	-1.60205	53.74643	Morley (Leeds)
45010338	C Morley Town Hall	-1.60221	53.74666	Morley (Leeds)
45010339	D Town Hall	-1.60165	53.74609	Morley (Leeds)
45010340	E Town Hall	-1.60147	53.74581	Morley (Leeds)
45010341	F Commercial Street	-1.59975	53.74574	Morley (Leeds)
45010342	G Commercial Street	-1.59904	53.74537	Morley (Leeds)
